Song Name,Artist Name,Mood,Song Link,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Shots,Imagine Dragons,Angry,https://www.youtube.com/watch?v=qQrgto184Tk,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Sexy Bitch,David Guetta,Angry,https://www.youtube.com/watch?v=5n9cH9O6k8I,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Mine,Bazzi,Angry,https://www.youtube.com/watch?v=Gc71AmT_b2k,80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,199758
Don't Let Me Down,The Chainsmokers,Angry,https://www.youtube.com/watch?v=Io0fBr1XBUA,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
All Time Low,Kurt Hugo Schneider,Angry,https://youtu.be/giBppYq6GMI?si=rPP5xePpl09cwNoF,56,0.406,0.711,4,-3.064,1,0.0436,0.373,0.00195,0.139,0.268,159.862,245250
Dip,Tyga,Angry,https://youtu.be/YQpT7SYzV-g?si=-8Jz_rl4O5FbbYq-,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Heat Waves,Glass Animals,Angry,https://youtu.be/d6F4B5KxRo8?si=GZTVpT7fOyzPaf8F,55,0.48,0.795,0,-3.145,1,0.0337,0.0698,0,0.15,0.138,149.991,224000
You Right,Doja Cat,Angry,https://youtu.be/ieLLUeB-aLk?si=eEvp5NzHsz347p9j,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Let Them Know,Mabel,Angry,https://youtu.be/AH14cCfrq0o?si=BFPV2GEqMLQGEqhP,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Faded,Alan Walker,Angry,https://youtu.be/qdpXxGPqW-Y?si=VMHluScyCpsr07_K,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Heather,Conan Gray,Angry,https://youtu.be/GPUg7n8-M6o?si=bgZjYUA2zZLIg0Q9,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
At My Worst,Pink Sweat$,Angry,https://youtu.be/bJZmeIQ9L8A?si=0Falk2dBlqEv_18a,54,0.57,0.786,3,-3.85,1,0.0379,0.251,0.000415,0.279,0.179,111.028,237838
Famous,Mozzy,Angry,https://youtu.be/g8zA3dUP0_4?si=h6mJZF4hEzSHuh0G,,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Life's A Mess II,Juice WRLD,Angry,https://youtu.be/S4rDGn_nSW8?si=VXhmdGSsx9pu5ruB,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Mood,24kGoldn,Angry,https://youtu.be/0jSpCxmb2VQ?si=RCMNkdFq0Nuqdz2O,62,0.759,0.694,5,-4.075,0,0.0418,0.0544,0,0.131,0.374,117.056,199580
Payphone,Maroon 5,Angry,https://youtu.be/fuP4Lkt1vAo?si=YPuUoDT7XlZUAo49,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Seasons,Rival,Angry,https://youtu.be/p9rdUc_pgWU?si=w__bP1tOsslrTyWt,69,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013
Choo Lo,The Local Train,Angry,https://youtu.be/-RWZcDUVg2I?si=kqZco_5xBL4Yikw3,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
All Eyes On Me,Bo Burnham,Angry,https://youtu.be/fVwqX4YY23c?si=B2fW8US0bnGHvi8P,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Cheerleader,OMI,Angry,https://youtu.be/rXF9ziZ3AU4?si=QqYlr6dhN6z39v-O,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Don't Leave Me Now,Lost Frequencies,Angry,https://youtu.be/CyOt0aM7ruU?si=yur2UFyB08Z5WlwE,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Sleepover,Litany,Angry,https://youtu.be/AfWkTEo7L5s?si=AxXuo9lg02yIUzwE,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
I Like Me Better,Anthony de la Torre,Angry,https://youtu.be/lDiSrAsDJKo?si=swJRNlkXOgweI4nS,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823
Why Did I Answer?,Porsche Love,Angry,https://youtu.be/K57EkwVLVPU?si=t6kCUYHuH2_QlaYg,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Look What You Made Me Do,Taylor Swift,Angry,https://youtu.be/3K0RzZGpyds?si=v1lC05XJl5Ek4fgE,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Body Back,Gryffin,Angry,https://youtu.be/yTZ04vF9sJ4?si=b2Htfa2UQkvhpzEq,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
EveryTime I Cry,Ava Max,Angry,https://youtu.be/MsWXIF9osAE?si=c3aYc7Fs_JmgcDEL,74,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,240429
Who Do You Love,The Chainsmokers,Angry,https://youtu.be/hPc7m1ffj3s?si=iy2yQMzESfDT4xAQ,80,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,120157
Beautiful Now,Zedd,Angry,https://youtu.be/kpwVAz0yekQ?si=RT2pcoBgYgt2jfJ6,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Let Me Love You,DJ Snake,Angry,https://youtu.be/lW1CHYv8l78?si=9cRlTHKOwf3NWBN8,78,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,225147
Wonder,Shawn Mendes,Angry,https://youtu.be/Yy1oGBjZbrA?si=RaAgGBpWP_upiXer,53,0.325,0.701,9,-9.437,0,0.0367,0.00367,8.43E-06,0.095,0.232,101.629,271200
Stay,Zedd,Angry,https://youtu.be/LS2ifrLAadU?si=_yuwt5zwvmmY-S4R,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
I Want It That Way,Backstreet Boys,Angry,https://youtu.be/qjlVAsvQLM8?si=vmm5LFjn0iZMbLo6,67,0.688,0.699,11,-5,1,0.0445,0.0126,6.16E-06,0.391,0.385,94.935,219183
SAD!,XXXTENTACION,Angry,https://youtu.be/TZwl12BcHrQ?si=dbcI1-ltE9UCorMf,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Can We Kiss Forever?,Kina,Angry,https://youtu.be/DKbfBSrjVHA?si=GXU_XnQvkUekLyJZ,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Maniac,Conan Gray,Angry,https://youtu.be/jWcO-3BdXJA?si=9Nrzs_liM_8ISQk6,0,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,194621
Bandit,Juice WRLD,Angry,https://youtu.be/dRV1BtBeDig?si=jbIQ7sYAVQo9TEjB,0,0.63,0.631,9,-6.211,1,0.0396,0.0129,0,0.142,0.163,80.512,131213
goosebumps,Travis Scott,Angry,https://youtu.be/RzE-A1ckPp0?si=pAfmkORTtkmcB79e,80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,199758
Kiss Me Thru The Phone,Soulja Boy,Angry,https://youtu.be/ocj3ih7ZHks?si=NNoNh6yoB0hvjYtF,72,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,204209
Overdrive,Conan Gray,Angry,https://youtu.be/ns2BlisLh3g?si=UupYioKgzeW5vQax,51,0.517,0.744,8,-4.826,0,0.0285,0.178,0,0.12,0.379,139.983,224493
Overwhelmed,Ryan Mack,Angry,https://youtu.be/USfrgQXGzqY?si=MTK6X-w4SD8fAApd,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
WAP,Zane Hijazi,Angry,https://youtu.be/QuLPW5QBhnE?si=LzOwCsp9HQS8cooZ,81,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534
Sorry That I Do That,Anna Clendening,Angry,https://youtu.be/h8xigR7Hls4?si=qtmLsIgDKWbfE7PY,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
I Need Some Sleep,Eels,Angry,https://youtu.be/XpE8fuyLCME?si=MRS41Oh0R4ZnYKlN,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Come My Way,PLVTINUM,Angry,https://youtu.be/jwz6vAqv66U?si=SAuOxxr81tO9n1LQ,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Hard Work Pays Off,Future,Angry,https://youtu.be/0HHWtPEn06A?si=yh_qlUgvnAQZRmbQ,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Magic,Lil Skies,Angry,https://youtu.be/aOYwc7Cs9vw?si=LKKV8zVf3AThm4Oq,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
Jar of Hearts,Christina Perri,Angry,https://youtu.be/5mvfc3nWRj0?si=8nrgfxWm-xvLSGPr,72,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81E-06,0.062,0.265,123.013,186113
Heart By Heart,Demi Lovato,Angry,https://youtu.be/kLOSpfrd31s?si=E2-CebUtK1KMMtjj,74,0.528,0.627,11,-3.719,1,0.0373,0.0107,0,0.529,0.295,139.988,180371
"Flightless Bird, American Mouth",Iron & Wine,Angry,https://youtu.be/EiCa3suHymE?si=S2WA1Mh6yLc8kHhO,93,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,200040
My Heart Will Go On,CÃ©line Dion,Angry,https://youtu.be/p79GmLNLMrY?si=88ztqh78VOVFj0XR,62,0.432,0.612,11,-8.846,0,0.211,0.00185,0,0.308,0.253,88.716,205333
WITHOUT YOU,The Kid LAROI,Angry,https://youtu.be/JLViYST58cc?si=AbgItI6FARmZDV_a,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
I'm a Mess,Bebe Rexha,Angry,https://youtu.be/qhSds5jPnFo?si=QE6don_ezxS5UBjX,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
I'm not Pretty,JESSIA,Angry,https://youtu.be/Hp7ID-bp8KI?si=413UD0K_WppARlYu,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Kiss Me More (feat. SZA),Doja Cat,Angry,https://youtu.be/1oMgxa32A7g?si=3B2UNQu7OYbQ8BaU,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Vulnerable,Selena Gomez,Angry,https://youtu.be/0fZSP7_jYwc?si=rrNBDhicWQMtXTiO,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Legendary,Tyga,Angry,https://youtu.be/Ovp6a69K4-Q?si=D23TutFKWQS49r_c,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0,0.0933,0.186,80.687,223399
Beware,Big Sean,Angry,https://youtu.be/2NByAKSuvf0?si=dJqJVDw9jyZyeCSv,68,0.671,0.623,2,-7.161,1,0.308,0.00998,7.55E-06,0.643,0.195,75.055,337147
I Know You so Well,Sarah Meow,Angry,https://youtu.be/nEDX2NrNf5k?si=k_zDtSAQoTFPVIUM,78,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,250760
MONTERO,Lil Nas X,Angry,https://youtu.be/nsXwi67WgOo?si=RUla81L4ZCvHQdPT,62,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468
Pepas,Farruko,Angry,https://youtu.be/acm6O4WwgBg?si=_R7fypbsLquZK-l4,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0,0.0933,0.186,80.687,223399
INDUSTRY BABY,Lil Nas X,Angry,https://youtu.be/HCq1OcAEAm0?si=UtM2-HZCYlkkZEAS,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,307440
Rumors,Lizzo,Angry,https://youtu.be/JEvFwwBBVLM?si=ghULGip8cyVHIE0K,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,307440
Talking to the Moon,Bruno Mars,Angry,https://youtu.be/P-FrQnI3slU?si=kVRSfpiBQTaH4bW9,67,0.507,0.644,4,-7.485,1,0.0641,0.00413,0,0.217,0.172,179.913,211267
Somebody That I Used To Know,Gotye,Angry,https://youtu.be/t_dLoOXy8PA?si=m83Arg6j6qXpr38i,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0,0.0933,0.186,80.687,223399
"Alone, Pt. II",Alan Walker,Angry,https://youtu.be/GPvBmcoriNo?si=sfDhVsXnF1SD_p0o,78,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,250760
Greatest,Eminem,Angry,https://youtu.be/Z7OJzNGI97A?si=iDPYV3MXWkrzTOzQ,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Shiv Tandav Stotram,Shankar Mahadevan,Angry,https://youtu.be/F11fJgsT7mo?si=RCQ1zorW5F4BFzam,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Godzilla,Eminem,Angry,https://youtu.be/SmBzqkgdH9I?si=hidE3dkjdeOTufUx,79,0.513,0.661,5,-6.419,1,0.24,0.161,0,0.246,0.179,94.791,209213
Ae Watan,Arijit Singh,Angry,https://youtu.be/WojfXDToBT0?si=rmetzny_9URFNlB6,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Power is Power,SZA,Angry,https://youtu.be/BjtVsqAyjS8?si=9CwHfyWO4ylIJSp-,49,0.698,0.69,2,-6.397,0,0.316,0.543,0,0.0924,0.39,109.903,133091
Way Out,Jack Harlow,Angry,https://youtu.be/6WrD8AjJMMQ?si=YHuq8MQ25t_4HxyX,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Girls Have Fun,Tyga,Angry,https://youtu.be/Ln86iMsnG7I?si=-PIQHF4AYjTXvOnY,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Hanuman Chalisa,Shankar Mahadevan,Angry,https://youtu.be/jTNu-R9KA-4?si=Vp3MIjAu2EEBkrXG,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Fall,Eminem,Angry,https://youtu.be/kvvrvV2Mzno?si=5JiXFVmImSA5APaK,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
People Watching,Conan Gray,Angry,https://youtu.be/M2uAKKr6llE?si=WM1LioTHkgFq5FJo,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Push & Pull,Georgia Webster,Angry,https://youtu.be/b0LAXmACn34?si=ekwbk4RdaZdujcsD,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
She Gets the Flowers,Beth McCarthy,Angry,https://youtu.be/bWGAZy54eYQ?si=KJHSjLzEe065Arlo,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Hold On,Justin Bieber,Angry,https://youtu.be/Q9aKBkMgzVo?si=2gMHn7bV3XYFoSL9,62,0.524,0.726,8,-6.628,1,0.0941,0.0705,0.0192,0.0877,0.146,107.4,690732
"Gone, Gone, Gone",Phillip Phillips,Angry,https://youtu.be/Xc9j9dpj_BQ?si=2Bybq1a2aKHQbGe6,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
New Rules,Dua Lipa,Angry,https://youtu.be/O1TFUEMzTvE?si=LcakpPPmW66gUj-9,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Taki Taki,DJ Snake,Angry,https://youtu.be/tHzbQfgU6eE?si=XoPH6J1uEDY9hi1m,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
If I Can't Have You,Shawn Mendes,Angry,https://youtu.be/d6_9CF1ucoI?si=--pn7XakNzXF-tWq,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
idfc,blackbear,Angry,https://youtu.be/v0pjeUTad2I?si=IXIlB3IbT0sUvNI_,68,0.671,0.623,2,-7.161,1,0.308,0.00998,7.55E-06,0.643,0.195,75.055,337147
Party Girl,StaySolidRocky,Angry,https://youtu.be/0liraNXoK4U?si=XNysiIPodIUCXvuu,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Hollywood's Bleeding,Post Malone,Angry,https://youtu.be/szyKv63JB3s?si=fUuIHOeaBLvrzAZO,74,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,240429
Jail,Kanye West,Angry,https://youtu.be/7T70zPPQzsU?si=N7Kh2b8KUOhes6ft,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Donda,Kanye West,Angry,https://youtu.be/ATzf75uQqHg?si=UAzEUSwqDW30jyPM,74,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,150867
Shree Hanuman Chalisa,Hariharan,Angry,https://youtu.be/17ZHT4WbSfw?si=JelNsXq3qAqWlrOM,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,307440
Anyone,Justin Bieber,Angry,https://youtu.be/g43R4VuNH8s?si=kS0VrVWls0_kO4zJ,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,307440
Better Days,Arman Cekin,Angry,https://youtu.be/VGP6JP_hAPM?si=tNVl6fyO770s1AoI,66,0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
Reasons,COTIS,Angry,https://youtu.be/XjWUXgZXRLY?si=PzPtoyZwHudIBuvm,65,0.651,0.7,1,-4.264,0,0.0318,0.352,0,0.061,0.214,104.964,205714
NIGHTRIDER,Arizona Zervas,Angry,https://youtu.be/Sd3Bc1nLxB0?si=3IetH_8k7k5tb2UV,55,0.249,0.732,1,-6.455,1,0.104,0.182,0,0.117,0.328,169.896,225882
VIBEZ,DaBaby,Angry,https://youtu.be/ZaU8rP_lmLk?si=10_fiHaSK5O9GQ8C,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
TLC,Sy Ari Da Kid,Angry,https://youtu.be/Vh69QgSc698?si=roBEU9tDfhzYyZ66,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Love The Way You Lie,Eminem,Angry,https://youtu.be/a-U8osE4BD8?si=t7jIPEWfE1t_eX6Z,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Sunflower,Post Malone,Angry,https://youtu.be/cKMQz1Rf2ow?si=QKz6Zd6u4-5h01G8,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Without Me,Halsey,Angry,https://youtu.be/rQH8vrOBrPs?si=mYMJyfh4w-9__b3m,78,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,250760
She Said,FLETCHER,Angry,https://youtu.be/eLfgiamQTRs?si=oXEDTVLtxAN07LN4,51,0.688,0.629,4,-5.802,1,0.0878,0.585,0,0.192,0.211,88.058,192715
my ex's best friend,Machine Gun Kelly,Angry,https://youtu.be/8au2M2lW5OA?si=lKglZD9ylp5SKQN0,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Getaway Car,Taylor Swift,Angry,https://youtu.be/IH0pAzAYn1g?si=KJgBK4lc8i1wraIi,78,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,225147
Can't Be Touched,Roy Jones Jr.,Angry,https://youtu.be/6voexxqFM5w?si=Ab0O5GNERcurgPxc,Roy Jones Jr.,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Sucker for Pain,Lil Wayne,Angry,https://youtu.be/LC4ZlJI3o7c?si=NT_ZTjuxNv1hd8EU,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Superman,Eminem,Angry,https://youtu.be/W3_FbDdDZGE?si=OlRUZbtBve-g4JoT,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Or Nah,Ty Dolla $ign,Angry,https://youtu.be/dooJnBnUhTE?si=m7x2fLObHE11MW_d,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Better Now,Post Malone,Angry,https://youtu.be/nqggm9o2Z9k?si=eiUfuMTcSBpVlv0z,74,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,150867
Lucky You,Eminem,Angry,https://youtu.be/c7oZXiLZA6k?si=B4u_q3H3vuF6ruk0,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Darkness,Eminem,Angry,https://youtu.be/Cwsvb0eSCx8?si=jRL3a-gy0HPSaA08,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Killshot,Eminem,Angry,https://youtu.be/ZnxvDRgROFg?si=te_lnz5TaBRsI9NS,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Secrets,LUM!X,Angry,https://youtu.be/BxNFJK353zw?si=yR0KZxCsHVqsmIgT,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
What If I Told You That I Love You,Ali Gatie,Angry,https://youtu.be/0PxIQMahIEM?si=GboW-Bj5vlRYwxjv,58,0.808,0.676,4,-4.902,1,0.223,0.0618,2.68E-06,0.11,0.0763,144.018,144973
Lost In Japan,Shawn Mendes,Angry,https://youtu.be/XYDVwGnAKFM?si=n_aKjgsw6fG-zSXl,68,0.894,0.618,7,-4.356,0,0.129,0.0808,0,0.558,0.379,119.1,161320
Treat You Better,Shawn Mendes,Angry,https://youtu.be/0xgaqhe5QiM?si=AS7PA48dsubBAv8K,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Rescue Me,OneRepublic,Angry,https://youtu.be/8J_XjOdA3so?si=r3Qv3ZhWo6rbIKyu,0,0.333,0.637,1,-4.904,0,0.0581,0.131,1.80E-05,0.149,0.132,139.898,172693
The Scientist,Tyler Ward,Angry,https://youtu.be/j6JOkq5jEyA?si=IqYDeJ1BhkEWKsR-,62,0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22E-06,0.107,0.347,71.377,264963
Don't Start Now,Dua Lipa,Angry,https://youtu.be/8CLkVWB_Lj8?si=DaJB2UYyE3b6_r4w,72,0.595,0.61,7,-6.887,0,0.0499,0.332,2.14E-06,0.0628,0.314,97.974,212522
All of Me,John Legend,Angry,https://youtu.be/ngq5Aw0Q6rQ?si=nzE0AtAD26fMb526,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Got 2 Luv U,Sean Paul,Angry,https://youtu.be/3aAciqmp4C0?si=buRCn4XFt6MZUE_K,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
White Flag,Dido,Angry,https://youtu.be/tKVcwJuthnY?si=lTnWGcOMNIuQTGEC,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
All Good Things,Nelly Furtado,Angry,https://youtu.be/ZIWSXIUJm0g?si=QPAgym90JNmdUYhl,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Lightskin Lil Wayne,Tyga,Angry,https://youtu.be/EvE0lKagwNg?si=xAj45-jZeVxbw7Lm,62,0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22E-06,0.107,0.347,71.377,264963
Moana,G-Eazy,Angry,https://youtu.be/lHSQVo5Ti3k?si=_XUypbVKiHiGYZW0,63,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,233630
All the Smoke,Tyla Yaweh,Angry,https://youtu.be/gckFvfrQVzg?si=8KQSsifCk87clH9D,45,0.535,0.701,1,-5.905,0,0.0297,0.00649,6.37E-06,0.403,0.334,138.05,263509
Tommy Lee,Tyla Yaweh,Angry,https://youtu.be/mM2dvGhzivo?si=ICMonaIgMqsaNylF,62,0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22E-06,0.107,0.347,71.377,264963
Jealous,DJ Khaled,Angry,https://youtu.be/DDA5zMhIQ6A?si=kzY7_cnQhOGGZRGq,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Tryna F**k Me,Lloyd Banks,Angry,https://youtu.be/BvsBd_DcZA4?si=C6NCzrR9CK0PP_we,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Way down We Go,KALEO,Angry,https://youtu.be/FjW-kpERj8s?si=hcBana51sFOx06pc,54,0.595,0.628,1,-9.449,0,0.317,0.183,0.315,0.122,0.17,102.029,230000
Go Crazy,Chris Brown,Angry,https://youtu.be/18hB5edZhYY?si=NttsC8vNpOhn6HZ2,0,0.517,0.762,11,-5.807,0,0.0453,0.162,0,0.0897,0.351,156.93,241292
Life's A Mess,Juice WRLD,Angry,https://youtu.be/S4rDGn_nSW8?si=bbBMfqBU3YnecJoP,54,0.595,0.628,1,-9.449,0,0.317,0.183,0.315,0.122,0.17,102.029,230000
Agar Tum Saath Ho,Alka Yagnik,Angry,https://youtu.be/dhY8jRNELUc?si=tE8ankJoy8uXtxBy,54,0.595,0.628,1,-9.449,0,0.317,0.183,0.315,0.122,0.17,102.029,230000
Cheating on You,Charlie Puth,Angry,https://youtu.be/QGKVwWvqSl0?si=SYpOBGfdr5UUDDXn,54,0.595,0.628,1,-9.449,0,0.317,0.183,0.315,0.122,0.17,102.029,230000
Back To Black,Amy Winehouse,Angry,https://youtu.be/8xGzl8ZqJbI?si=gz94QcPdFWQZ7loG,54,0.595,0.628,1,-9.449,0,0.317,0.183,0.315,0.122,0.17,102.029,230000
Sing Sing,Martin HÃ¼bner,Angry,https://youtu.be/VXNsGlJI9TU?si=j9lYMN1sKKliP6cp,54,0.595,0.628,1,-9.449,0,0.317,0.183,0.315,0.122,0.17,102.029,230000
Mere Rashke Qamar,Nusrat Fateh Ali Khan,Angry,https://youtu.be/9UkuGW7kfZs?si=ewFhMQFALjLZ7qqR,54,0.595,0.628,1,-9.449,0,0.317,0.183,0.315,0.122,0.17,102.029,230000
Thodu Vaanam,Harris Jayaraj,Angry,https://youtu.be/CtFeooStArs?si=18jL-nexNv_YSwlc,75,0.519,0.625,10,-5.909,1,0.0482,0.349,0,0.121,0.21,120.103,203187
